2023-05-15 19:49:44,malwrhunterteam,url,http://91.134.166.20/xboyxVersionxx.txt,,https://twitter.com/malwrhunterteam/status/1658197993273565187
2023-05-15 19:49:44,malwrhunterteam,ip,91.134.166.20,,https://twitter.com/malwrhunterteam/status/1658197993273565187
2023-05-15 19:49:44,malwrhunterteam,sha256,ea6c6f2d88c07654014410149640ae3bc38b0a09148f1b72406622c3fece565e,,https://twitter.com/malwrhunterteam/status/1658197993273565187
2023-05-15 19:49:44,malwrhunterteam,sha256,ff5d3736cb0f0d09bce42c5d6d6b6c4ac126a378028e4bd5c8ca8d47f3585530,,https://twitter.com/malwrhunterteam/status/1658197993273565187
2023-05-15 18:45:57,malwrhunterteam,sha256,c2823b1b91e39a39575dc4275085068dead8d2a10be39476698cc81b9a3092cf,,https://twitter.com/malwrhunterteam/status/1658181942347456542
2023-05-15 18:45:57,malwrhunterteam,sha256,91971af253069cff21a8c104773ba2f80ac611a6e72db84d20432141136578f4,,https://twitter.com/malwrhunterteam/status/1658181942347456542
