2023-01-29 00:15:13,RdpSnitch,ip,135.148.59.38,,https://twitter.com/RdpSnitch/status/1619489303020675077
2023-01-29 00:15:13,RdpSnitch,ip,45.80.29.20,,https://twitter.com/RdpSnitch/status/1619489303020675077
2023-01-29 00:15:13,RdpSnitch,ip,118.40.152.117,,https://twitter.com/RdpSnitch/status/1619489303020675077
2023-01-29 00:15:13,RdpSnitch,ip,142.93.8.59,,https://twitter.com/RdpSnitch/status/1619489304153047042
2023-01-29 00:38:46,PhishStats,url,http://sidneyrealestates.com/,#phishing,https://twitter.com/PhishStats/status/1619495229370912768
2023-01-29 00:38:46,PhishStats,url,http://205.144.171.227,#phishing,https://twitter.com/PhishStats/status/1619495229370912768
2023-01-29 00:38:46,PhishStats,ip,205.144.171.227,#phishing,https://twitter.com/PhishStats/status/1619495229370912768
2023-01-29 02:00:02,dnstwist,url,http://dropbgox.com,#phishing,https://twitter.com/dnstwist/status/1619515681145233413
2023-01-29 03:24:11,PhishStats,url,http://bankkofameriicalogin.accountnotificationupdate.workers.dev/,#phishing,https://twitter.com/PhishStats/status/1619536857481592832
2023-01-29 03:24:11,PhishStats,ip,2606:4700:3031::ac43:d7a6,#phishing,https://twitter.com/PhishStats/status/1619536857481592832
2023-01-29 09:50:01,dnstwist,url,http://steamcommunitu.com,#phishing,https://twitter.com/dnstwist/status/1619633957976379393
2023-01-29 13:39:52,pr0xylife,url,http://212.113.106.79/multiuploadstemporary.php,,https://twitter.com/pr0xylife/status/1619691801065185281
2023-01-29 13:39:52,pr0xylife,ip,212.113.106.79,,https://twitter.com/pr0xylife/status/1619691801065185281
2023-01-29 14:35:02,siri_urz,md5,3D3489B12E31CB4282A896B03A25CC66,#ransomware,https://twitter.com/siri_urz/status/1619705685926887425
2023-01-29 15:24:06,PhishStats,url,http://www.apple.com-fin.fit/,#phishing,https://twitter.com/PhishStats/status/1619718032732966912
2023-01-29 15:24:06,PhishStats,url,http://103.186.215.46,#phishing,https://twitter.com/PhishStats/status/1619718032732966912
2023-01-29 15:24:06,PhishStats,ip,103.186.215.46,#phishing,https://twitter.com/PhishStats/status/1619718032732966912
2023-01-29 13:26:32,doc_guard,url,http://cdn.discordapp.com/attachments/997157313536344088/1067399880701657098/9hmhx13dh.exe,,https://twitter.com/doc_guard/status/1619688446867673088
2023-01-29 13:26:32,doc_guard,md5,f241091ae1293c0a2ae516a374af2062,,https://twitter.com/doc_guard/status/1619688446867673088
