2023-01-12 17:17:43,AnFam17,url,http://️67.43.233.154,,https://twitter.com/AnFam17/status/1613586031328071707
2023-01-12 17:17:43,AnFam17,ip,67.43.233.154,,https://twitter.com/AnFam17/status/1613586031328071707
2023-01-12 03:25:31,HaoZhixiang,url,http://lunch.reins69.ziyafat.ru/USER-cfca/almond/almond/prime.asp,,https://twitter.com/HaoZhixiang/status/1613376600091013122
2023-01-12 03:25:31,HaoZhixiang,md5,0425bc9264e3b99cd62421a63fea0e5d,,https://twitter.com/HaoZhixiang/status/1613376600091013122
2023-01-12 21:26:15,Cyber0verload,url,http://dacsw.ru,,https://twitter.com/Cyber0verload/status/1613648575879159823
2023-01-12 21:26:15,Cyber0verload,url,http://galaor.ru,,https://twitter.com/Cyber0verload/status/1613648575879159823
2023-01-12 21:26:15,Cyber0verload,url,http://logmango.ru,,https://twitter.com/Cyber0verload/status/1613648575879159823
2023-01-12 21:26:15,Cyber0verload,url,http://maksudgo.ru,,https://twitter.com/Cyber0verload/status/1613648575879159823
2023-01-12 21:26:15,Cyber0verload,url,http://mamnungo.ru,,https://twitter.com/Cyber0verload/status/1613648575879159823
2023-01-12 21:26:15,Cyber0verload,url,http://manafgo.ru,,https://twitter.com/Cyber0verload/status/1613648575879159823
2023-01-12 21:26:15,Cyber0verload,url,http://mansurgo.ru,,https://twitter.com/Cyber0verload/status/1613648575879159823
2023-01-12 21:26:15,Cyber0verload,url,http://mardango.ru,,https://twitter.com/Cyber0verload/status/1613648575879159823
2023-01-12 21:26:15,Cyber0verload,url,http://newgalar.ru,,https://twitter.com/Cyber0verload/status/1613648575879159823
2023-01-12 21:26:15,Cyber0verload,url,http://utfsa.ru,,https://twitter.com/Cyber0verload/status/1613648575879159823
2023-01-12 12:58:24,HaoZhixiang,url,http://wcnsappword.com/wmis/wave.php?xas=%computername%*%username%,,https://twitter.com/HaoZhixiang/status/1613520770499764225
