2022-12-26 19:41:25,WhichbufferArda,url,http://trbiriumpa.com,,https://twitter.com/WhichbufferArda/status/1607461599756931074
2022-12-26 19:41:25,WhichbufferArda,sha256,f3a9b733cb33c4d257589e70c8d9cf4b5136cb3932bce2ea1b31bc9d5b06a5ae,,https://twitter.com/WhichbufferArda/status/1607461599756931074
2022-12-26 19:41:25,WhichbufferArda,sha256,b1566f9c7ffa839554b96575e2a34ea79416f03df75b5048f561e96808975555,,https://twitter.com/WhichbufferArda/status/1607461599756931074
2022-12-26 21:46:56,petikvx,sha256,1a247db9ae193938318c1935ebca3e258da2b1ba99902422066df28f4245a002,,https://twitter.com/petikvx/status/1607493189920870401
2022-12-26 23:44:43,malwrhunterteam,sha256,ebcb33e96b24baa973655e70272eaa96d36e1070221da20d64234dd1ca75e248,,https://twitter.com/malwrhunterteam/status/1607522827292520450
