2022-12-05 14:39:13,sh1shk0va,url,http://app.aidclean.com,,https://twitter.com/sh1shk0va/status/1599775403706527745
2022-12-05 14:39:13,sh1shk0va,sha256,d7a0875ce1dad44708d89b0c606f8baa6bda2233ba3b4fb49a8d2cff3189fcad,,https://twitter.com/sh1shk0va/status/1599775403706527745
2022-12-05 18:10:09,DGAFeedAlerts,url,http://waitshot.net,,https://twitter.com/DGAFeedAlerts/status/1599828487640170513
2022-12-05 18:10:09,DGAFeedAlerts,url,http://192.64.119.226,,https://twitter.com/DGAFeedAlerts/status/1599828487640170513
2022-12-05 18:10:09,DGAFeedAlerts,ip,192.64.119.226,,https://twitter.com/DGAFeedAlerts/status/1599828487640170513
2022-12-05 18:25:13,malwrhunterteam,sha256,787b06d3b88c915c1350a339b9d843efc8a258fe621508e6c4ff55cf77fb27c5,,https://twitter.com/malwrhunterteam/status/1599832278577709056
2022-12-05 18:25:13,malwrhunterteam,sha256,8fe732495272357a37c94c46b5ed4f76494edd7b85e2355d540fcc4d08287e69,,https://twitter.com/malwrhunterteam/status/1599832278577709056
2022-12-05 18:40:27,PhishStats,url,http://psp.185-174-136-55.cprapid.com/,#phishing,https://twitter.com/PhishStats/status/1599836114885525517
2022-12-05 18:40:27,PhishStats,url,http://185.174.136.55,#phishing,https://twitter.com/PhishStats/status/1599836114885525517
2022-12-05 18:40:27,PhishStats,ip,185.174.136.55,#phishing,https://twitter.com/PhishStats/status/1599836114885525517
2022-12-05 16:33:02,Slvlombardo,md5,7757fad0f60f84437eab8b39683e8584,#phishing,https://twitter.com/Slvlombardo/status/1599804046352609280
2022-12-05 05:47:47,souiten,url,http://https://cdn.discordapp.com/attachments/1047544891632259145/1047971566543179936/2dode8002.vbs,#maldoc,https://twitter.com/souiten/status/1599641664502796289
2022-12-05 05:47:47,souiten,md5,4a69b0a3796dd688d57e11658ac1058c,#maldoc,https://twitter.com/souiten/status/1599641664502796289
2022-12-05 18:42:22,malwrhunterteam,url,https://merry-froyo-94e086.netlify.app/example.hta,,https://twitter.com/malwrhunterteam/status/1599836594844098560
2022-12-05 18:42:22,malwrhunterteam,sha256,5002bad1d29e3bb13f1c52be33796963564e639852ecf347503eb1fc2c8c4a89,,https://twitter.com/malwrhunterteam/status/1599836594844098560
2022-12-05 18:30:07,ecarlesi,url,http://9317.credit/,#malware,https://twitter.com/ecarlesi/status/1599833514081501205
2022-12-05 19:02:46,GootLoaderSites,url,http://www.wtcomms.co.uk/faq.php,#GootLoader,https://twitter.com/GootLoaderSites/status/1599841729548587028
2022-12-05 19:55:06,malwrhunterteam,sha256,292d6bb52aa6fb79dced58c1164445145909140736b6e19bbd9e0a51d36c73a5,,https://twitter.com/malwrhunterteam/status/1599854899142938624
